_ID,_VALUE,Comment:string,CN:string,CNT:string,EN:string,KR:string,TH:string,ID:string,PT:string
LOC_PINNACLE_ARENA_REWARD_RANK_REWARD_MAIN,176,,您在本次巅峰斗技场中获得{0}段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得{0}段位，您將獲得如下獎勵,You achieved Rank {0} in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 {0}단계에 올라, 다음 보상을 획득합니다.",ในPinnacle Arena คุณได้อันดับที่{0} ได้รับรางวัลตามนี้,"Jika kamu mencapai Rank {0} di Pinnacle Arena, kamu akan mendapatkan hadiah berikut",Você alcançou o ranque {0} na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_REWARD_TITLE,177,,巅峰斗技场排名奖励,巔峰鬥技場排名獎勵,Peak Arena Leaderboards Rewards,최후의 아레나 랭킹 보상,รางวัล Pinnacle Arena,Hadiah Pinnacle Arena Rank,Recompensas de classificações da Arena do Ápice
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_REWARD_MAIN_1,178,,您在本次巅峰斗技场季后赛中获得冠军，您将获得如下奖励,您在本次巔峰鬥技場季后賽中獲得冠軍，您將獲得如下獎勵,You achieved Champion in Peak Arena Playoff and get rewards as below.,"이번 최후의 아레나 플레이오프에서 1위를 하여, 다음 보상을 획득합니다.",คุณได้เป็นแชมป์เปี้ยนจาก Pinnacle Arena รอบตัดสิน ได้รับรางวัลตามนี้,"Kamu memenangkan pertandingan Pinnacle Arena, kamu akan mendapatkan hadiah sebagai berikut",Você obteve o título de campeão na eliminatória da Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_REWARD_MAIN_2,179,,您在本次巅峰斗技场季后赛中获得亚军，您将获得如下奖励,您在本次巔峰鬥技場季后賽中獲得亞軍，您將獲得如下獎勵,You achieved Runner-up in Peak Arena Playoff and get rewards as below.,"이번 최후의 아레나 플레이오프에서 2위를 하여, 다음 보상을 획득합니다.",คุณได้รางวัลรองชนะเลิศจาก Pinnacle Arena รอบตัดสิน ได้รับรางวัลตามนี้,"Kamu juara 2 pertandingan Pinnacle Arena, kamu akan mendapatkan hadiah sebagai berikut",Você obteve o título de vice-campeão na eliminatória da Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_REWARD_MAIN_3,180,,您在本次巅峰斗技场季后赛中获得{0}强，您将获得如下奖励,您在本次巔峰鬥技場季后賽中獲得{0}強，您將獲得如下獎勵,You achieved Top {0} in Peak Arena Playoff and get rewards as below.,"이번 최후의 아레나 플레이오프에서 {0}강에 올라, 다음 보상을 획득합니다.",คุณอยู่ในท้อป{0}จาก Pinnacle Arena รอบตัดสิน ได้รับรางวัลตามนี้,"Kamu peringkat {0} pertandingan Pinnacle Arena, kamu akan mendapatkan hadiah sebagai berikut",Você está entre os {0} melhores na eliminatória da Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_PINNACLE_ARENA_REWARD_QUIZ_REWARD_TITLE,181,,巅峰斗技场竞猜奖励,巔峰鬥技場競猜獎勵,Peak Arena quiz rewards,최후의 아레나 예측 보상,รางวัล Pinnacle Arena Quiz,Hadiah Pinnacle Arena Quiz,Recompensas do questionário da Arena do Ápice
LOC_PINNACLE_ARENA_REWARD_QUIZ_REWARD_MAIN,182,,本轮竞猜成功，您将获得如下奖励,本輪競猜成功，您將獲得如下獎勵,Quiz succeed. You get rewards as below.,이번 시즌에서 예측하기에 성공하여 다음 보상을 획득합니다.,คุณจะได้รับรางวัลต่อไปนี้ คุณทายสำเร็จ,Kamu mendapatkan hadiah sebagai berikut karena telah berhasil menyelesaikan quiz,Você passou no questionário e recebeu as recompensas conforme abaixo.
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_TITLE,183,,巅峰斗技场晋级赛通告,巔峰鬥技場晉級賽通告,Announcement of Peak Arena Qualifying Match,최후의 아레나 진급전 공고,ประกาศรอบตัดสิน Pinnacle Arena,Pengumuman Pinnacle Arena,Anúncio da partida de qualificação da Arena do Ápice
LOC_PINNACLE_ARENA_REWARD_PLAYOFFS_MAIN,184,,亲爱的玩家，您在巅峰斗技场常规赛中获得了第{0}名。将自动获得参与巅峰斗技场晋级赛的资格。接下来的比赛将会更加的激烈，加油勇士！,親愛的玩家，您在巔峰鬥技場常規賽中獲得了第{0}名。將自動獲得參與巔峰鬥技場晉級賽的資格。接下來的比賽將會更加的激烈，加油勇士！,"Dear player, you achieved No.{0} in Peak Arena Regular Match. You can join Qualifying Match. The next game will be even more intense. Come on!","사랑하는 소환사님, 최후의 아레나 정규전에서 {0}위를 달성했습니다. 최후의 아레나 랭킹전 자격을 자동으로 획득합니다. 이어지는 경기는 더 치열할 것입니다. 힘내세요!",คุณชนะตำแหน่งที่ {0} ในการแข่งขันปกติของ Pinnacle Arena คุณจะมีสิทธิ์เข้าร่วมรอบตัดสินของ Pinnacle Arena โดยอัตโนมัติ เกมต่อไปจะเข้มข้นขึ้นมากขึ้นใน สู้ๆนะนักรบทั้งหลาย!,"Kamu telah mendapatkan peringkat {0} Pinnacle Arena musim regular. Secara otomatis kamu bisa berpartisipasi di Pinnacle Arena Promotion. Ayo bersiap, karena pertandingan selanjutnya akan lebih menarik!","Caro jogador, você alcançou a posição {0} na partida regular da Arena do Ápice. Você pode participar da partida de qualificação. O próximo jogo será ainda mais intenso. Vamos nessa!"
LOC_BATTLE_RANK_TITLE_1,185,,您在本次巅峰斗技场中获得初心者段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得初心者段位，您將獲得如下獎勵,You achieved Rank Novice in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 노비스 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายามือใหม่ จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Novice di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque aprendiz na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_2,186,,您在本次巅峰斗技场中获得青铜3段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得青銅3段位，您將獲得如下獎勵,You achieved Rank Bronze III in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 브론즈3 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทองแดง3 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Bronze 3 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque bronze III na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_3,187,,您在本次巅峰斗技场中获得青铜2段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得青銅2段位，您將獲得如下獎勵,You achieved Rank Bronze II in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 브론즈2 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทองแดง2 Rank จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Bronze 2 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque bronze II na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_4,188,,您在本次巅峰斗技场中获得青铜1段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得青銅1段位，您將獲得如下獎勵,You achieved Rank Bronze I in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 브론즈1 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทองแดง1 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Bronze 1 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque bronze I na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_5,189,,您在本次巅峰斗技场中获得白银3段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白銀3段位，您將獲得如下獎勵,You achieved Rank Silver III in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 실버3 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาเงิน3 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Silver 3 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque prata III na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_6,190,,您在本次巅峰斗技场中获得白银2段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白銀2段位，您將獲得如下獎勵,You achieved Rank Silver II in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 실버2 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาเงิน2 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Silver 2 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque prata II na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_7,191,,您在本次巅峰斗技场中获得白银1段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白銀1段位，您將獲得如下獎勵,You achieved Rank Silver I in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 실버1 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาเงิน1 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Silver 1 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque prata I na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_8,192,,您在本次巅峰斗技场中获得黄金3段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得黃金3段位，您將獲得如下獎勵,You achieved Rank Gold III in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 골드3 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทอง3 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Gold 3 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque ouro III na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_9,193,,您在本次巅峰斗技场中获得黄金2段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得黃金2段位，您將獲得如下獎勵,You achieved Rank Gold II in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 골드2 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทอง2 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Gold 2 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque ouro II na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_10,194,,您在本次巅峰斗技场中获得黄金1段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得黃金1段位，您將獲得如下獎勵,You achieved Rank Gold I in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 골드1 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาทอง1 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Gold 1 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque ouro I na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_11,195,,您在本次巅峰斗技场中获得白金3段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白金3段位，您將獲得如下獎勵,You achieved Rank Platinum III in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 플래티넘3 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาแพลตตินั่ม3 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Platinum 3 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque platina III na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_12,196,,您在本次巅峰斗技场中获得白金2段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白金2段位，您將獲得如下獎勵,You achieved Rank PlatinumII in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 플래티넘2 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาแพลตตินั่ม2 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Platinum 2 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque platina II na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_13,197,,您在本次巅峰斗技场中获得白金1段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得白金1段位，您將獲得如下獎勵,You achieved Rank Platinum I in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 플래티넘1 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาแพลตตินั่ม1 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Platinum 1 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque platina I na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_14,198,,您在本次巅峰斗技场中获得钻石3段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得鑽石3段位，您將獲得如下獎勵,You achieved Rank Diamond III in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 다이아3 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาไดม่อน3 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Diamond 3 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque diamante III na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_15,199,,您在本次巅峰斗技场中获得钻石2段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得鑽石2段位，您將獲得如下獎勵,You achieved Rank Diamond II in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 다이아2 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาไดม่อน2 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Diamond 2 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque diamante II na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_16,200,,您在本次巅峰斗技场中获得钻石1段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得鑽石1段位，您將獲得如下獎勵,You achieved Rank Diamond I in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 다이아1 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาไดม่อน1 จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Diamond 1 di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque diamante I na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_BATTLE_RANK_TITLE_17,201,,您在本次巅峰斗技场中获得特级大师段位，您将获得如下奖励,您在本次巔峰鬥技場中獲得特級大師段位，您將獲得如下獎勵,You achieved Rank Grandmaster in Peak Arena and get rewards as below.,"이번 최후의 아레나에서 챌린저 단계에 올라, 다음 보상을 획득합니다.",คุณได้รับฉายาสุดยอดมาสเตอร์ จาก Pinnacle Arena ได้รับรางวัลตามนี้,"Kamu mendapatkan Rank Grandmaster di Pinnacle Arena, dan kamu akan mendapatkan hadiah berikut",Você alcançou o ranque grão-mestre na Arena do Ápice e recebeu recompensas conforme abaixo.
LOC_GUILD_BATTLE_REWARD_SERVER_RANK_TITLE_2,202,梦罗克之战邮件奖励 ,公会战常规赛胜场奖励,公會戰常規賽勝場獎勵,Guild War Rank Rewards,길드전 랭킹 보상,รางวัลอันดับกิลด์วอร์,Hadiah Guild War Rank,Recompensas de ranque na Guerra de Guildas
LOC_GUILD_BATTLE_REWARD_SERVER_REGULAR_SEASON_VICTORY_2,203,,您所在的公会在本次公会战常规赛中获得{0}场胜利，您将获得如下奖励,您所在的公會在本次公會戰常規賽中獲得{0}場勝利，您將獲得如下獎勵,Your guild won Regular Season battle in this Guild War. You will get rewards as below.,"소속 길드가 이번 정규전에서 승리를 획득하여, 다음 보상을 획득합니다.",กิลด์ของคุณชนะการแข่งขันรอบธรรมดาของกิลด์วอร์ และได้รับรางวัลตามนี้,Guild mu telah memenangkan Regular Season Battle di dalam Guild War. Kamu akan menerima hadiah sebagai berikut.,Sua guilda venceu a batalha de temporada regular desta Guerra de Guildas. Você receberá recompensas conforme abaixo.
LOC_GUILD_BATTLE_REWARD_SERVER_PROMOTION_TITLE,204,,公会战晋级淘汰赛,公會戰晉級淘汰賽,Guild War Rank Rewards,길드전 랭킹 보상,รางวัลอันดับกิลด์วอร์,Hadiah Guild War Rank,Recompensas de ranque na Guerra de Guildas
LOC_GUILD_BATTLE_REWARD_SERVER_PROMOTION,205,,"您所在的公会在本次公会战中累计{0}点积分，排名第{1}，恭喜成功晋级淘汰赛。
淘汰赛需要重新布置防守阵容，不要忘了布阵哦~","""您所在的公會在本次公會戰中累計{0}點積分，排名第{1}，恭喜成功晉級淘汰賽。
淘汰賽需要重新佈置防守陣容，不要忘了佈陣哦~""",Your guild won Regular Season battle in this Guild War. You will get rewards as below.,"소속 길드가 이번 정규전에서 승리를 획득하여, 다음 보상을 획득합니다.",กิลด์ของคุณชนะการแข่งขันรอบธรรมดาของกิลด์วอร์ และได้รับรางวัลตามนี้,Guild mu telah memenangkan Regular Season Battle di dalam Guild War. Kamu akan menerima hadiah sebagai berikut.,Sua guilda venceu a batalha de temporada regular desta Guerra de Guildas. Você receberá recompensas conforme abaixo.
LOC_GUILD_BATTLE_REWARD_SILVER_COIN_TITLE,206,,公会战竞猜奖励,公會戰競猜獎勵,,,,,
LOC_GUILD_BATTLE_REWARD_SILVER_COIN,207,,本轮公会战竞猜已结束，您总共获得{0}个公会战银币，请注意查收,本輪公會戰競猜已結束，您總共獲得{0}個公會戰銀幣，請注意查收,,,,,
